Volatility 3 Framework 2.12.0

Offset	Name
0x1e3bfa40	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1e3bfdd0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Servd1dec626#\12c21ca25c4306397b6e31838f7b174c\System.ServiceModel.Internals.ni.dll
0x1e3bff20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Acti2661942e#\4f2728725ef659fa2597ac7f5026df41\System.Activities.DurableInstancing.ni.dll
0x1e3c0980	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-BLB-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3c0ad0	\Windows\System32\IME\SHARED\ImeBroker.exe
0x1e3c1070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Comp46f2b404#\ae6e409d7b7ae3e652e97c3f41d521b4\System.ComponentModel.DataAnnotations.ni.dll
0x1e3c1920	\Users\Administrator\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x1e3c2600	\Windows\assembly\NativeImages_v4.0.30319_64\System.Compba577418#\3b82f07a1b42fad75f7eddd63af08d24\System.ComponentModel.Composition.ni.dll
0x1e3c5500	\Windows\assembly\NativeImages_v4.0.30319_64\System.AddI3d71a354#\4fe29283ecab3aa7a2b4cb22fc7948c4\System.AddIn.Contract.ni.dll
0x1e3c57e0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\1db85b32a2f4b707a5bd7e73db977a39\System.Xml.ni.dll
0x1e3c59e0	\Windows\System32\KdsCli.dll
0x1e3c6cd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Gui-RSAT-Package-base~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3c7070	\Windows\SysWOW64\FWPUCLNT.DLL
0x1e3c7280	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-CoreSystem-Minkernel-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3c7790	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\1db85b32a2f4b707a5bd7e73db977a39\System.Xml.ni.dll
0x1e3c8070	\$Directory
0x1e3c8870	\Windows\en-US\explorer.exe.mui
0x1e3c8dd0	\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.9200.16384_none_893961408605e985
0x1e3c8f20	\Users\Public\Desktop\AccessData FTK Imager.lnk
0x1e3c9050	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-drivers~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3c9310	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-ds~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3c96b0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Runteb92aa12#\9ffb83b70cc1fa28d2fd02956cf0c831\System.Runtime.Serialization.ni.dll
0x1e3c9b90	\Windows\assembly\NativeImages_v4.0.30319_64\System.Actif3565cbd#\fc4d0988154a92a45c1dff255c997929\System.Activities.Presentation.ni.dll
0x1e3ca050	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx-Shared-WPF-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3ca560	\Windows\System32\StructuredQuery.dll
0x1e3ca6b0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\1db85b32a2f4b707a5bd7e73db977a39\System.Xml.ni.dll
0x1e3ca7f0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-FailoverCluster-CmdInterface-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3cab90	\Windows\assembly\NativeImages_v4.0.30319_64\UIAutomationTypes\796bd368f8f32cd37b5ebdf260639743\UIAutomationTypes.ni.dll
0x1e3cb050	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-CoreSystem-Base-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3cb580	\$Directory
0x1e3cb6d0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Serv14259fd9#\0a9b71f778d089452588165b7fd4d41d\System.ServiceModel.Activities.ni.dll
0x1e3cb8c0	\Windows\System32\en-US\ncrypt.dll.mui
0x1e3cc070	\Windows\System32\en-US\iscsicpl.dll.mui
0x1e3cc2c0	\Windows\System32\en-US\shell32.dll.mui
0x1e3cce20	\Windows\SysWOW64\oleaccrc.dll
0x1e3ce2b0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Reflc3377498#\9cb25d637dcc8b88bbe0a5ff037fe184\System.Reflection.Context.ni.dll
0x1e3ce5e0	\Windows\System32\en-US\wudfplatform.dll.mui
0x1e3ced20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Serv14259fd9#\0a9b71f778d089452588165b7fd4d41d\System.ServiceModel.Activities.ni.dll
0x1e3d12a0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerManager-UX-ARW-Plugins-Package-enduser~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3d1620	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerManager-UX-ARW-Plugins-Package-ds~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3d1c80	\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx
0x1e3d1dd0	\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility\Desktop.ini
0x1e3d1f20	\Users\Administrator\AppData\Local\Microsoft\Windows\WER\ERC
0x1e3d2170	\Windows\assembly\NativeImages_v4.0.30319_64\System.Runteb92aa12#\9ffb83b70cc1fa28d2fd02956cf0c831\System.Runtime.Serialization.ni.dll
0x1e3d2700	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Fax-Server-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3d2c00	\Windows\System32\miguiresource.dll
0x1e3d32d0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Web.1586a486#\c736510cf4e77db6166930ca927fca1b\System.Web.DataVisualization.Design.ni.dll
0x1e3d3670	\Windows\assembly\NativeImages_v4.0.30319_64\System.Security\cfa2a4496399025cfa11ac8c62bbcefc\System.Security.ni.dll
0x1e3d4cd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-BPA-Models-Package-base~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3d5700	\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0x1e3d5a30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Multilingual-Package-ds~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3d5dd0	\Windows\System32\stobject.dll
0x1e3d71a0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-IdentityServer-Proxy-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3d8230	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Internal-Database-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3d8f20	\Windows\System32\NetworkStatus.dll
0x1e3d9050	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ApisetNamespace-WOW64-Com-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3d91b0	\Windows\System32\en-US\quartz.dll.mui
0x1e3d97a0	\Windows\System32\en-US\setupapi.dll.mui
0x1e3dbca0	\Windows\System32\en-US\CertPolEng.dll.mui
0x1e3dd2d0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Web.Services\705ab787bfa5113a9dd4617220efcea3\System.Web.Services.ni.dll
0x1e3dd580	\Windows\assembly\NativeImages_v4.0.30319_64\System.Servae423458#\65af884d7967328a1cf83724a8f8630c\System.ServiceModel.Discovery.ni.dll
0x1e3dd900	\Windows\SysWOW64\mpr.dll
0x1e3de270	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-LightweightServer-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3de4b0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Web.188dd00b#\eec8ee7c14cf4e3d8ee4782588706dc2\System.Web.Abstractions.ni.dll
0x1e3e0070	\Windows\System32\en-US\sysmain.dll.mui
0x1e3e0cd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Multilingual-Package-inetcore~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3e13e0	\Windows\System32\config\RegBack\SOFTWARE
0x1e3e3ba0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Web.8da3333a#\ebf5df33ba0dedca7de931d176ffbd5a\System.Web.DataVisualization.ni.dll
0x1e3e3f20	\Windows\Fonts\meiryo.ttc
0x1e3e5190	\Windows\System32\en-US\odbcint.dll.mui
0x1e3e5b60	\Windows\System32\en-US\duser.dll.mui
0x1e3e5dd0	\Windows\System32\Drivers\winnat.sys
0x1e3e5f20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Deployment\a1f7c9fdf1c3abfaaf9d821d200fc6da\System.Deployment.ni.dll
0x1e3e6070	\Windows\System32\thumbcache.dll
0x1e3e6490	\Windows\System32\qmgr.dll
0x1e3e6770	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-TerminalServices-Licensing-Diagnosis-UI-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3e6af0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-TerminalServices-Licensing-Diagnosis-UI-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3e6e30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Common-Drivers-Package-ds~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3e7620	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx-Shared-WCF-TcpPortSharing~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3e7b30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Drivers-Package-ds~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3e7dc0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Drivers-Package-ds~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3e85c0	\Windows\System32\en-US\WWAHost.exe.mui
0x1e3e8710	\Windows\assembly\NativeImages_v4.0.30319_64\System.Drawing\acc5b07beef536f26da664ecfc145083\System.Drawing.ni.dll
0x1e3ea2e0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-PeerToPeer-PnrpOnly-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3ebdd0	\ProgramData\Microsoft\Windows\Start Menu
0x1e3ec050	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-minkernel~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3ec320	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-multimedia~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3ec9d0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-WinRM-IIS-Extensions-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3ecd50	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-WinOcr-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3ed170	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\1db85b32a2f4b707a5bd7e73db977a39\System.Xml.ni.dll
0x1e3ed2c0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\efd4817627484597aeebe7f19661660d\System.Numerics.ni.dll
0x1e3eda10	\Windows\System32\Drivers\fileinfo.sys
0x1e3ee810	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-SUA-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3eeb90	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-SUA-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3efb60	\$Directory
0x1e3f1f20	\Windows\System32\rdpcorets.dll
0x1e3f2280	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-FailoverCluster-CmdInterface-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3f2cd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Identity-Foundation-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3f32f0	\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\TileCacheDefault-63187_80.dat
0x1e3f3870	\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\TileCacheStartView-63140_80.dat
0x1e3f3f20	\$Directory
0x1e3f42b0	\Windows\System32\notepad.exe
0x1e3f4400	\Windows\System32\en-US\oleaccrc.dll.mui
0x1e3f4c10	\Windows\System32\sud.dll
0x1e3f4dc0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-CoreSystem-WOW64-Net-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3f54f0	\Windows\System32\en-US\psr.exe.mui
0x1e3f5dc0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-CredentialManagementRole-Tools~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3f6070	\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx
0x1e3f6370	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerManager-UX-ARW-Plugins-Package-admin~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3f66f0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerManager-PSH-Cmdlets-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3f6ab0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-Drivers-Package-printscan~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3f6e30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-Drivers-Package-net~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3f7720	\Windows
0x1e3f7bf0	\Windows\System32\services.msc
0x1e3f7d40	\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x1e3f81c0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Security-SPP-Vmw-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3f8540	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Security-SPP-Vmw-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3f9310	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-CoreSystem-WOW64-Minkernel-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3f9460	\Windows\SysWOW64\d2d1.dll
0x1e3f9b20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\efd4817627484597aeebe7f19661660d\System.Numerics.ni.dll
0x1e3f9e90	\Windows\System32\winevt\Logs\Microsoft-Windows-RestartManager%4Operational.evtx
0x1e3fa1e0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-enduser~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3fa560	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-ds~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3fbcd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-Drivers-Package-ds~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3fc070	\Windows\System32\en-US\sndvolsso.dll.mui
0x1e3fc400	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ApisetNamespace-WOW64-Minio-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3fc820	\Windows\System32\shdocvw.dll
0x1e3fcad0	\Windows\System32\DXP.dll
0x1e3fcf20	\$Directory
0x1e3fd890	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerManager-PSH-Cmdlets-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e3fdc10	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerManager-Migration-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e3fe830	\Windows\assembly\NativeImages_v4.0.30319_64\System.Design\49fa4ec627716471b8c80e2b3d0d5250\System.Design.ni.dll
0x1e3fe990	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-GroupPolicy-ClientTools-Package-admin~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e400a80	\Windows\System32\msctfui.dll
0x1e401070	\$Directory
0x1e4014f0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Servae423458#\65af884d7967328a1cf83724a8f8630c\System.ServiceModel.Discovery.ni.dll
0x1e401c10	\Windows\System32\dps.dll
0x1e401e10	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Hyper-V-Package-redist~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e402d30	\Windows\WinSxS\Manifests\x86_microsoft.windows.i..utomation.proxystub_6595b64144ccf1df_1.0.9200.16384_none_e43c61f413595fc1.manifest
0x1e4036a0	\Windows\System32\WindowsCodecsExt.dll
0x1e404690	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Security-SPP-Component-SKU-ServerStandard-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e404a10	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Security-SPP-Component-SKU-ServerDatacenter-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e404cc0	\Windows\System32\UIAutomationCoreRes.dll
0x1e407210	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ApisetNamespace-Windows-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e4076f0	\Endpoint
0x1e4079c0	\Users\Public\Videos\desktop.ini
0x1e408630	\Windows\assembly\NativeImages_v4.0.30319_64\System.Transactions\57b80769b822e3d4c054cb7daafc06a1\System.Transactions.ni.dll
0x1e409870	\Users\Administrator\Favorites\desktop.ini
0x1e40a7b0	\Windows\System32\en-US\DAMM.dll.mui
0x1e40a9e0	\Windows\Inf\ndiscap.PNF
0x1e40b5a0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NIS-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e40bbf0	\Windows\System32\wbem\wbemprox.dll
0x1e40cc60	\Windows\System32\wdc.dll
0x1e40f460	\Windows\assembly\NativeImages_v4.0.30319_64\System.Wind0de890be#\4595fabac312653d2452965f587e818d\System.Windows.Forms.DataVisualization.ni.dll
0x1e4106b0	\Windows\SysWOW64\netapi32.dll
0x1e411050	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-shell~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e411320	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-sql~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e4123e0	\Windows\System32\Drivers\ks.sys
0x1e412530	\Windows\System32\en-US\Taskmgr.exe.mui
0x1e415400	\Windows\System32\WerFault.exe
0x1e4156f0	\Windows\assembly\NativeImages_v4.0.30319_64\Presentatio4b37ff64#\03b5b7e182dc2b74e64e5b3fd2e275c2\PresentationFramework-SystemXmlLinq.ni.dll
0x1e415b50	\Windows\System32\en-US\KernelBase.dll.mui
0x1e4164f0	\Program Files (x86)\AccessData\FTK Imager\ad_log.dll
0x1e416b80	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Media-Foundation-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e416f20	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.B3325a29b#\ba5d05eac7297412db5ea5fd97b28b36\Microsoft.Build.Framework.ni.dll
0x1e417340	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Deployment-Services-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e417b10	\Windows\System32\wbem\esscli.dll
0x1e418ba0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Drawing\acc5b07beef536f26da664ecfc145083\System.Drawing.ni.dll
0x1e4193b0	\Windows\System32\secur32.dll
0x1e419a60	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\ODBC Data Sources (64-bit).lnk
0x1e41a180	\Windows\assembly\NativeImages_v4.0.30319_64\System.ServiceModel\c68912db4f52e13c63f3007651b41498\System.ServiceModel.ni.dll
0x1e41b490	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Deployment-Services-Minkernel-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e41bea0	\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\desktop.ini
0x1e41c310	\Windows\System32\IPSECSVC.DLL
0x1e41cc80	\Windows\System32\en-US\mswsock.dll.mui
0x1e41d280	\Windows\System32\taskhostex.exe
0x1e41f3e0	\Windows\System32\en-US\KernelBase.dll.mui
0x1e41fe30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-CCFFilter-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e4201d0	\Windows\System32\en-US\activeds.dll.mui
0x1e4203f0	\Windows\System32\en-US\vsstrace.dll.mui
0x1e420930	\Windows\System32\wbem\wbemcore.dll
0x1e421940	\Windows\System32\nci.dll
0x1e421c70	\Windows\System32\cscapi.dll
0x1e422070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Datab086ae17#\dc6b18229dfd884e6bd2563b87db6307\System.Data.Entity.Design.ni.dll
0x1e4227f0	\Windows\System32\webio.dll
0x1e423d80	\Windows\System32\en-US\svchost.exe.mui
0x1e4269b0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-WMI-SNMP-Provider-SC-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e426d30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-WLMS-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e429220	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.B3325a29b#\ba5d05eac7297412db5ea5fd97b28b36\Microsoft.Build.Framework.ni.dll
0x1e429720	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx3-Server-OC-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e4299b0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx3-Server-OC-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e429d30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ApisetNamespace-Base-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e42b500	\Windows\System32\d3d10core.dll
0x1e42b870	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ApisetNamespace-Windows-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e42b9c0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Serv14b62006#\835f1c9f839d5eae639e227b3e8eb89d\System.ServiceModel.Activation.ni.dll
0x1e42bc80	\Windows\System32\catroot2\edb.log
0x1e42bdd0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\1db85b32a2f4b707a5bd7e73db977a39\System.Xml.ni.dll
0x1e42bf20	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.B83e9cb53#\f1f8fa0abdbe4b7a3906065bf567fce8\Microsoft.Build.Utilities.v4.0.ni.dll
0x1e42c400	\Windows\SysWOW64\msimg32.dll
0x1e42c530	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Editions-ServerDatacenter-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e42c9c0	\Windows\System32\QAGENTRT.DLL
0x1e42ddf0	\Windows\System32\en-US\localspl.dll.mui
0x1e42e8b0	\Windows\System32\themecpl.dll
0x1e42ec80	\Windows\System32\PrintIsolationProxy.dll
0x1e42f070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xaml\27a7631f3ec132d21f5d154e0f23a5a3\System.Xaml.ni.dll
0x1e42faa0	\Windows\assembly\NativeImages_v4.0.30319_64\ReachFramework\e762a25f357ea26c83a6aa06c1a441b6\ReachFramework.ni.dll
0x1e42fcc0	\Windows\System32\wdiasqmmodule.dll
