Volatility 3 Framework 2.12.0

Offset	Name
0x19db05e0	\Windows\SysWOW64\en-US\msvfw32.dll.mui
0x19db0cb0	\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
0x19db0e00	\Windows\SysWOW64\ntshrui.dll
0x19f09c00	\Users\Administrator\AppData\Local\Microsoft\Windows\WebCache\V01.chk
0x1a076130	\Windows\System32\en-US\VaultRoaming.dll.mui
0x1a076910	\Windows\System32\TSWorkspace.dll
0x1a076f20	\Users\Administrator\AppData\Roaming\Microsoft\Windows\Libraries\desktop.ini
0x1a0c6070	\Windows\System32\Drivers\en-US\vhdmp.sys.mui
0x1a0def20	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Hyper-V-Package-net~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1a233300	\$Directory
0x1a233450	\$Directory
0x1a233910	\$Directory
0x1a303270	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-DirectoryServices-ADAM-SrvFnd-Package-admin~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1a303730	\$Directory
0x1a4b14a0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-GroupPolicy-ServerTools-Package-admin~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1a613070	\Windows\System32\hnetcfg.dll
0x1a683520	\$Directory
0x1a6836f0	\$Directory
0x1a683bb0	\$Directory
0x1a683f20	\$Directory
0x1a7565b0	\$Directory
0x1a756920	\$Directory
0x1a756bb0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-RemoteFX-HyperV-Integrtion-Package-LanguagePack~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1a78d280	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-TerminalServices-SessionDirectoryServer-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1a78d600	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-TerminalServices-SessionDirectoryServer-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1a78d840	\Windows\Inf\netnb.PNF
0x1a78dab0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Features-Package-minio~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1a78de30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Features-Package-minio~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1a8ee070	\Windows\System32\C_20127.NLS
0x1a8ee7b0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Runt9064068c#\cab4c46773a123bd72b938cc405aed46\System.Runtime.Serialization.Formatters.Soap.ni.dll
0x1a8eeba0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-BPA-Models-Package-ds~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1a8eef20	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-BPA-Models-Package-ds~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1ac0bb30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-RDC-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1ac0bdc0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-RasCMAK-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1aca92f0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-TerminalServices-Licensing-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1aca9670	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-TerminalServices-Licensing-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1aca9b10	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetworkLoadBalancingManagementClient-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1aca9f20	\Windows\System32\lpksetup.exe
0x1ad8d340	\Windows\System32\userinitext.dll
0x1ad8dce0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows PowerShell (x86).lnk
0x1ae85070	\Windows\WinSxS\Manifests\x86_microsoft.windows.systemcompatible_6595b64144ccf1df_6.0.9200.16384_none_90d5a424429cd78c.manifest
0x1ae853c0	\Windows\System32\mfc42u.dll
0x1ae859c0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Resource Monitor.lnk
0x1b009dc0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-RasCMAK-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1b011840	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-FSRM-All-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1b10b070	\$Directory
0x1b10b570	\Windows\assembly\NativeImages_v4.0.30319_64\XamlBuildTask\26cd679bfac1623e1e8f5575a5c16daf\XamlBuildTask.ni.dll
0x1b10b6c0	\Users\Administrator\ntuser.dat.LOG2
0x1b10bb30	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml.84e525b7#\b2db45296eabfd00db1920158f3f5eb5\System.Xml.Serialization.ni.dll
0x1b2d6ca0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Printing-ServerCore-Package-base~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1b3c83a0	\Windows\SysWOW64\samlib.dll
0x1b3c8b30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-HealthCertificateServer-UI-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1b4e9340	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Minimal-Drivers-Package-drivers~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1b4e96c0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Media-Foundation~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1b4e9ad0	\Windows\System32\en-US\DiagCpl.dll.mui
0x1b54e340	\Windows\System32\netdiagfx.dll
0x1b54e7b0	\Windows\System32\DismApi.dll
0x1b550390	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerDesktopExperience-drivers~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1b550710	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerDesktopExperience-drivers~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1b59c070	\Windows\System32\scwengb.dll
0x1b59c1e0	\Windows\System32\en-US\setupapi.dll.mui
0x1b6dc370	\Windows\assembly\NativeImages_v4.0.30319_64\System.Transactions\57b80769b822e3d4c054cb7daafc06a1\System.Transactions.ni.dll
0x1b6dc820	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Features-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1b9d7cd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-GroupPolicy-ClientExtensions-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1b9ea4a0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-DirectoryServices-DomainController-Tools-Package-ds~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1b9ea770	\Users\Administrator\AppData\Roaming\Microsoft\Windows\Themes\CachedFiles\CachedImage_1024_768_POS4.jpg
0x1bad07f0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetworkLoadBalancingFullServer-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1bad0a80	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetworkLoadBalancingFullServer-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1bad0cd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-iSCSITarget-DiskProviders-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1bc2c230	\Windows\System32\en-US\intl.cpl.mui
0x1bc2c380	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml.Linq\eb69afba08e5d836d734e88b4687851c\System.Xml.Linq.ni.dll
0x1bc2c7d0	\ProgramData\Microsoft\Windows\Caches\{42E1628C-E871-4377-9EBE-6132D533B7AF}.2.ver0x0000000000000001.db
0x1bc2cc90	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Task Scheduler.lnk
0x1bce5280	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-MediaPlayer-Package-base~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1bce55e0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Web.Services\705ab787bfa5113a9dd4617220efcea3\System.Web.Services.ni.dll
0x1bce5a40	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerManager-Migration-Package-minio~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1bce5dc0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerManager-Migration-Package-inetsrv~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1be8e230	\Windows\assembly\NativeImages_v4.0.30319_64\System.Windows.Forms\150290417374130c0eb5d814380bcbd6\System.Windows.Forms.ni.dll
0x1be8e590	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-PSync-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1be8e820	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-PsuedoTool-HashIDSpy-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1be8edd0	\Windows\Microsoft.NET\Framework64\v4.0.30319\WorkflowServiceHostPerformanceCounters.dll
0x1be8ef20	\Windows\SysWOW64\en-US\msvfw32.dll.mui
0x1be9c070	\Windows\System32\oobe\windeploy.exe
0x1be9c890	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-Drivers-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1bf849c0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerDesktopExperience-base~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1bf84d40	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerDesktopExperience-base~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1bf84e90	\Windows\WinSxS\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.9200.16384_en-us_5797734e9e2ff26c
0x1bf8ccd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-GroupPolicy-ServerTools-Package-base~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1c2f0f20	\$Recycle.Bin\S-1-5-21-1375025071-2248450821-293722714-500\desktop.ini
0x1c334050	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Common-Modem-Drivers-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1c334780	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Drivers-Package-net~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1c334a10	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Drivers-Package-net~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1c441600	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Features-Package-multimedia~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1c441980	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Features-Package-minkernel~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1c441dc0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Common-Drivers-Package-net~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1c5088e0	\UBUNTU-NAS\users
0x1c508ad0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Editions-ServerStandard-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1c5a95f0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-GroupPolicy-ClientTools-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1c798050	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Branding-ServerDatacenter-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1c8064c0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\ntph.cat
0x1c806840	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\ntpe.cat
0x1c806cd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-GroupPolicy-ServerTools-Package-termsrv~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1c8791b0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-RemoteFileSystems-DfsMgmt~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1c879a50	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-MSMQ-Server-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1c879f20	\Windows\System32\mprddm.dll
0x1ca15070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xaml\27a7631f3ec132d21f5d154e0f23a5a3\System.Xaml.ni.dll
0x1ca15330	\RemCom_stdinJPdU2153
0x1ca15480	\Windows\assembly\NativeImages_v4.0.30319_64\PresentationCore\5a771365616c92626e09fcb268b61fd9\PresentationCore.ni.dll
0x1cb28e30	\Windows\assembly\NativeImages_v4.0.30319_64\WindowsBase\17b6062488563bc4560fdb2da442ce46\WindowsBase.ni.dll
0x1cc6b2c0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-SmbWitness-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1cc6b640	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-SMBHashGeneration-PeerDistSMBCombined-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1cd22aa0	\Windows\System32\IME\IMEJP\IMJPAPI.DLL
0x1cd3bd60	\Windows\System32\perfc009.dat
0x1cd3bf20	\Windows\System32\Drivers\tsusbhub.sys
0x1cd6e050	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Features-Package-enduser~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1cd6e350	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Features-Package-enduser~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1ce872c0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Singulus-ServerCore-Tapi-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1ce87640	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Singulus-ServerCore-Tapi-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1ce87860	\Windows\SysWOW64\wtsapi32.dll
0x1cf71bb0	\$Directory
0x1cf71f20	\Windows\System32\IME\IMESC\IMSCDICCOMPILER.EXE
0x1cfb6f20	\Windows\System32\LogonUI.exe
0x1cfeb900	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-CoreSystem-WOW64-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1cfebe30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx-Shared-Typelibs~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1d1dc710	\$Directory
0x1d1dca80	\Windows\assembly\NativeImages_v4.0.30319_64\System.Web.Services\705ab787bfa5113a9dd4617220efcea3\System.Web.Services.ni.dll
0x1d1dcdc0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-OfflineFiles-UI-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1d37f990	\Windows\ServiceProfiles\LocalService\AppData\Local\~FontCache-S-1-5-18.dat
0x1d37fcd0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-MediaPlayback-OC-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1d4dc850	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Common-Drivers-Package-ds~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1d4dc9a0	\Endpoint
0x1d4dce30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx-Shared-Perfcounters-Extended~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1d84dba0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-RSAT-NIS-Package-ds~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1d84df20	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-RSAT-NIS-Package-base~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1dd3e450	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-MultipathIo-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1dd3eab0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-VdsInterop-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1dd3ee30	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-UpdateServices-UI-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e200cd0	\Windows\SysWOW64\drprov.dll
0x1e2019b0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-FullServer-ExtraFoundation-Package-minkernel~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e203140	\Windows\System32\dsound.dll
0x1e203950	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Vf4833439#\f0d0f0b090d46569f032c56fb3f2bc19\Microsoft.VisualBasic.Activities.Compiler.ni.dll
0x1e203c90	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx4-OC-Package~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e203f20	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx4-OC-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e204b60	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-WOW64-Package-windows~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e204ee0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerCore-WOW64-Package-windows~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e205870	\Windows\System32\en-US\clusapi.dll.mui
0x1e2059c0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1e2062c0	\Windows\System32\en-US\themeui.dll.mui
0x1e2069b0	\Endpoint
0x1e208210	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ApisetNamespace-WOW64-Minkernel-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e208770	\$Directory
0x1e208e30	\Windows\System32\appidapi.dll
0x1e209070	\CMNotify
0x1e2093e0	\Windows\Fonts\modern.fon
0x1e209bd0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Runteb92aa12#\9ffb83b70cc1fa28d2fd02956cf0c831\System.Runtime.Serialization.ni.dll
0x1e209e80	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml.Linq\eb69afba08e5d836d734e88b4687851c\System.Xml.Linq.ni.dll
0x1e20a2e0	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.V4381984f#\b2894c27b592e8659c670e9e31f014cb\Microsoft.VisualBasic.Compatibility.Data.ni.dll
0x1e20aa80	\Windows\System32\Drivers\UCX01000.SYS
0x1e20b5e0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xaml\27a7631f3ec132d21f5d154e0f23a5a3\System.Xaml.ni.dll
0x1e20b880	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-BITSExtensions-Server-UI-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e20c8f0	\$Directory
0x1e20cae0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\1db85b32a2f4b707a5bd7e73db977a39\System.Xml.ni.dll
0x1e20d9c0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Web.Mobile\2aebabd1c54ace48ddab13c8216bc4f4\System.Web.Mobile.ni.dll
0x1e20e070	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1e20e7d0	\Windows\System32\en-US\MsCtfMonitor.dll.mui
0x1e20f2c0	\Windows\System32\IME\IMESC\ImSCCore.dll
0x1e20f410	\Windows\SysWOW64\SHCore.dll
0x1e20f5e0	\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.9200.16384_none_893961408605e985
0x1e20f850	\Windows\System32\en-US\userinit.exe.mui
0x1e20fbd0	\Windows\System32\en-US\ntprint.dll.mui
0x1e210070	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Ifcaec084#\50a29fac9d810434b4274145947e4e6b\Microsoft.Internal.Tasks.Dataflow.ni.dll
0x1e210230	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Te3736ca4#\d61aa9a689b307a8dbd8eeebb6740391\Microsoft.Transactions.Bridge.Dtc.ni.dll
0x1e210720	\Windows\assembly\NativeImages_v4.0.30319_64\UIAutomatio4e153cb6#\81f79f8f5e6efd4cf0cae093b6ffb33d\UIAutomationClientsideProviders.ni.dll
0x1e210870	\Windows\System32\MsDtc\Trace\dtctrace.log
0x1e210a10	\$Directory
0x1e210e20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Printing\dfa763df800b95c08507d7dc89be5c80\System.Printing.ni.dll
0x1e211530	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.9200.16384_none_418c2a697189c07f
0x1e2122a0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\1db85b32a2f4b707a5bd7e73db977a39\System.Xml.ni.dll
0x1e212a40	\Windows\SysWOW64\thumbcache.dll
0x1e2133c0	\Windows\assembly\NativeImages_v4.0.30319_64\ReachFramework\e762a25f357ea26c83a6aa06c1a441b6\ReachFramework.ni.dll
0x1e2139f0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\iSCSI Initiator.lnk
0x1e215280	\Windows\System32\Drivers\TsUsbFlt.sys
0x1e215820	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Features-Package-windows~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e215ba0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Server-Features-Package-windows~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e215f20	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.B22c61a69#\b530fe2af1d10572eb72bfee042f4428\Microsoft.Build.Engine.ni.dll
0x1e216430	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.B3325a29b#\ba5d05eac7297412db5ea5fd97b28b36\Microsoft.Build.Framework.ni.dll
0x1e216e20	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.B3325a29b#\ba5d05eac7297412db5ea5fd97b28b36\Microsoft.Build.Framework.ni.dll
0x1e217740	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xaml\27a7631f3ec132d21f5d154e0f23a5a3\System.Xaml.ni.dll
0x1e217a80	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Deployment-Services-UI-Package~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
0x1e218e90	\$Directory
0x1e219240	\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\TileCacheLogo-63187_100.dat
0x1e2196b0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-NetFx3-OC-Package-redist~31bf3856ad364e35~amd64~~6.2.9200.16384.cat
0x1e219890	\Windows\System32\en-US\fssprov.dll.mui
0x1e219be0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\2c4a573c7aca452ba199f833dc5a6b4d\System.Configuration.ni.dll
0x1e21cbd0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Deployment\a1f7c9fdf1c3abfaaf9d821d200fc6da\System.Deployment.ni.dll
0x1e21dba0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ServerManager-Migration-Package-termsrv~31bf3856ad364e35~amd64~en-US~6.2.9200.16384.cat
